"tag","unique_users","%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers-","%cg_outliers+","avg_rt_per_cp","dev_rt","%cp_outliers-","%cp_outliers+","cg_reach","dev_cgr","cgr_outliers-","cgr_outliers+","cp_reach","dev_cpr","cpr_outliers-","cpr_outliers+"
"#SystemicSclerosis","23","0.6522","0.7826","13.4000","18.5542","0.0000","0.0667","17.7222","12.4186","0.0000","0.2222","1156.6667","2012.2670","0.0000","0.1333","893.5000","1790.0265","0.0000","0.1111"
"#Asbestosis","117","0.6154","0.6496","14.1944","42.1762","0.0000","0.1806","12.9868","33.8483","0.0000","0.1447","1225.5000","2232.8891","0.0000","0.0972","1672.2895","4798.5341","0.0000","0.0526"
"#MemoryLoss","500","0.6220","0.6800","15.8714","38.0825","0.0000","0.1383","24.7471","28.6168","0.0000","0.1647","9596.9743","110614.3006","0.0000","0.1125","10463.1971","105979.0656","0.0000","0.1265"
"#CowdensSyndrome","6","0.8333","1.0000","39.8000","44.4713","-1.0000","-1.0000","33.8333","42.9670","-1.0000","-1.0000","960.0000","934.7064","-1.0000","-1.0000","809.8333","913.3679","-1.0000","-1.0000"
"#Duchenne","549","0.3770","0.9071","24.0628","129.0634","0.0000","0.1208","16.4618","79.9537","0.0000","0.1365","4243.6135","11785.6888","0.0000","0.1546","3555.3092","16828.4376","0.0000","0.1426"
"#Melanoma","4934","0.4378","0.8506","12.4551","56.6647","0.0000","0.1167","15.2721","38.8253","0.0000","0.1837","7406.8347","55788.2573","0.0000","0.1412","4569.9147","39761.5930","0.0000","0.1360"
"#hypophosphatasia","13","0.5385","0.9231","22.2857","28.4471","-1.0000","-1.0000","20.0000","24.2256","0.0000","0.1667","2114.7143","1089.9657","-1.0000","-1.0000","1240.6667","1280.0637","0.0000","0.0000"
"#EhlersDanlos","735","0.5810","0.8476","14.7939","67.0634","0.0000","0.1194","25.4526","55.9619","0.0000","0.1316","2513.3396","8969.5159","0.0000","0.0960","2705.3483","8749.4310","0.0000","0.0995"
"#IOMCardiacArrest","1288","0.3665","0.8688","9.1525","26.3562","0.0000","0.1589","10.0331","14.9694","0.0000","0.1171","8885.4767","56893.3212","0.0000","0.1250","5762.0465","88539.4303","0.0000","0.1332"
"#STEMI","351","0.4017","0.9031","32.1631","157.1474","0.0000","0.1844","43.9401","105.6347","0.0000","0.1735","6582.6241","19942.8072","0.0000","0.1418","4628.8360","22287.7601","0.0000","0.1388"
"#Tuberculosis","2642","0.3842","0.8986","16.1261","76.0816","0.0000","0.1133","18.4726","42.7282","0.0000","0.1698","11190.9921","71493.0980","0.0000","0.1261","5947.0687","51556.6858","0.0000","0.1331"
"#FGID","113","0.6991","0.9646","14.6076","37.9691","0.0000","0.1013","30.1743","17.8631","0.0000","0.0734","2607.5190","7777.9193","0.0000","0.1013","2066.1101","6693.3309","0.0000","0.1009"
"#IIH","167","0.4671","0.8323","13.8333","36.8477","0.0000","0.1410","24.2590","28.4465","0.0000","0.1583","5857.8590","24158.3662","0.0000","0.2308","4689.8921","20226.1443","0.0000","0.1295"
"#Pompe","31","0.6774","0.6452","11.5714","25.9433","0.0000","0.1429","19.8000","26.9676","0.0000","0.1500","2719.4762","5561.0812","0.0000","0.1429","2229.5000","5617.9124","0.0000","0.1000"
"#varicocele","18","0.7778","0.4444","37.1429","55.2322","0.0000","0.0000","149.2500","63.4788","-1.0000","-1.0000","5482.9286","16072.6362","0.0000","0.1429","859.7500","1118.8839","-1.0000","-1.0000"
"#Narcolepsy","331","0.6526","0.7100","21.9120","89.2585","0.0000","0.1481","59.7319","85.6791","0.0000","0.1617","2435.7824","10478.2612","0.0000","0.1389","2216.7830","9992.4825","0.0000","0.1574"
"#Dementia","29992","0.3710","0.8629","7.3540","32.9638","0.0000","0.1129","7.0213","19.5574","0.0000","0.1141","6611.8395","112315.9022","0.0000","0.1230","4418.0927","77688.3521","0.0000","0.1206"
"#Hypermobility","282","0.7057","0.7128","10.3920","25.8581","0.0000","0.0955","54.0498","25.8182","0.0000","0.1045","2547.2864","8660.9787","0.0000","0.1206","2230.3682","7534.6549","0.0000","0.0896"
"#antiNMDAr","21","0.6190","1.0000","7.6154","10.1369","0.0000","0.2308","46.9048","8.7186","0.0000","0.1429","1002.6154","1180.3098","0.0000","0.0000","1771.7619","3466.5208","0.0000","0.0476"
"#MacularDegeneration","326","0.6196","0.6350","22.7277","93.4858","0.0000","0.1535","37.0676","83.7084","0.0000","0.1449","3516.9653","13913.3088","0.0000","0.1287","3172.2415","9530.6813","0.0000","0.1256"
"#Preeclampsia","803","0.4508","0.8742","11.2790","43.3410","0.0000","0.1243","14.9288","28.8076","0.0000","0.1909","9097.3785","83475.5011","0.0000","0.1271","5116.6809","60139.5426","0.0000","0.1154"
"unknown-#TCisNoJoke","1365","0.3084","0.9114","16.4774","65.1050","0.0000","0.1401","14.3087","36.9291","-1.0000","-1.0000","5900.5344","28331.3491","0.0000","0.1330","3535.7934","23128.8775","0.0000","0.1246"
"#Endometriosis","3594","0.5392","0.7571","9.7730","36.4604","0.0000","0.1321","17.0007","28.2358","0.0000","0.1411","4790.0857","35002.4733","0.0000","0.1316","5926.8600","48472.7459","0.0000","0.1371"
"#GERD","674","0.5104","0.7596","13.6483","30.4705","0.0000","0.1366","28.2793","22.1306","0.0000","0.1621","5219.0959","21797.8204","0.0000","0.1308","5849.3340","63167.9371","0.0000","0.1250"
"#Pemphigus","18","0.6111","0.8333","13.5455","26.7109","0.0000","0.1818","2.2667","23.5671","0.0000","0.1333","2214.8182","4333.7397","0.0000","0.0909","1522.2000","3787.8483","0.0000","0.1333"
"#PTEN","128","0.5313","0.9141","35.6176","138.6571","0.0000","0.1324","111.5385","105.5574","0.0000","0.1795","3419.7206","5869.1374","0.0000","0.0588","12282.4359","107243.9470","0.0000","0.0769"
"#Carcinoid","80","0.5125","0.9375","19.2195","39.9634","0.0000","0.1220","19.1200","30.9776","0.0000","0.1733","3124.3415","5637.3590","0.0000","0.0976","1994.7200","4421.6023","0.0000","0.1067"
"#Gout","814","0.7052","0.4877","14.0052","51.6619","0.0000","0.1429","39.7935","31.3569","0.0000","0.1738","2377.6167","6846.8317","0.0000","0.1220","3028.5491","9562.4050","0.0000","0.1209"
"#Atherosclerosis","552","0.4674","0.8732","25.9729","73.8135","0.0000","0.1163","34.2780","51.1092","0.0000","0.1763","6679.4922","24882.9241","0.0000","0.1124","3499.1452","17102.6337","0.0000","0.1328"
"#CGRP","273","0.5385","0.9194","20.2449","72.7790","0.0000","0.0884","21.6175","56.5420","0.0000","0.1554","2307.9048","4246.3909","0.0000","0.1224","1779.1474","4316.7080","0.0000","0.1315"
"#adenomyosis","163","0.6380","0.8160","18.3269","45.0295","0.0000","0.1154","44.5338","30.4616","0.0000","0.1429","1663.5096","3906.9877","0.0000","0.0962","2196.5789","6902.0701","0.0000","0.0827"
"#Peyronies","72","0.5972","0.7222","7.0698","10.4161","0.0000","0.0465","4.1538","4.7604","0.0000","0.0385","2290.6047","5436.9387","0.0000","0.1163","2182.5962","5519.6996","0.0000","0.1538"
"#Thrombosis","551","0.4301","0.9074","20.3165","124.1208","0.0000","0.1266","19.0700","85.8430","0.0000","0.1340","2209.8861","5204.9344","0.0000","0.1350","1164.0480","3505.7949","0.0000","0.1160"
"#PsoriaticArthritis","429","0.6340","0.8485","19.7243","61.9760","0.0000","0.1140","33.2802","50.7912","0.0000","0.1566","3194.9338","14835.3432","0.0000","0.1176","3152.4643","20312.1244","0.0000","0.1181"
"#fracture","502","0.5080","0.7351","16.7059","110.2118","0.0000","0.1137","23.1626","91.3734","0.0000","0.1843","2192.9961","5489.5809","0.0000","0.1451","1600.8943","4669.7111","0.0000","0.1274"
"#FacialDisfigurement","12","0.7500","0.7500","21.3333","33.2566","-1.0000","-1.0000","33.8889","33.6332","-1.0000","-1.0000","1777.0000","2070.2910","-1.0000","-1.0000","6525.6667","9123.6561","-1.0000","-1.0000"
"#Retinoblastoma","215","0.3907","0.8977","14.4524","35.0533","0.0000","0.1071","19.5389","17.6730","0.0000","0.1762","5886.4643","17282.6796","0.0000","0.1429","2012.9845","6711.9861","0.0000","0.1192"
"#Sarcoidosis","378","0.5053","0.8307","28.8429","141.7629","0.0000","0.1675","73.5892","106.8172","0.0000","0.1401","3622.5445","9717.6446","0.0000","0.1257","3759.4618","18965.8845","0.0000","0.1306"
"#sarcoma","621","0.4187","0.9018","22.3615","130.3322","0.0000","0.1423","28.6446","50.4529","0.0000","0.1286","5209.8885","32879.1836","0.0000","0.1269","3910.6750","26177.8783","0.0000","0.1250"
"#Celiac","2515","0.5519","0.7447","12.7644","66.5459","0.0000","0.1405","23.8703","54.7793","0.0000","0.1506","6228.9323","53365.7493","0.0000","0.1110","4848.4287","42227.8452","0.0000","0.1068"
"#Deafness","775","0.3471","0.8839","14.0112","66.9598","0.0000","0.1413","10.7387","27.7950","0.0000","0.1197","2322.5576","7212.2098","0.0000","0.1115","2493.6380","11281.3691","0.0000","0.1343"
"#HepB","4356","0.4341","0.8735","13.7985","61.9581","0.0000","0.1089","18.0037","38.4737","0.0000","0.1319","10132.7879","78301.0767","0.0000","0.1301","5901.2189","55682.8951","0.0000","0.1172"
"#Urticaria","75","0.6933","0.7333","57.8462","239.9677","0.0000","0.1346","53.9636","229.9645","0.0000","0.1636","1885.3846","2407.4800","0.0000","0.1346","1843.6727","2379.7583","0.0000","0.0545"
"#SCADheart","45","0.5556","0.9556","6.4000","8.2412","0.0000","0.1200","26.0465","5.0484","0.0000","0.0465","2062.7600","3826.7784","0.0000","0.2000","2261.4884","4300.7922","0.0000","0.1628"
"#Cirrhosis","483","0.4576","0.8778","20.9005","50.1500","0.0000","0.1357","16.8325","20.3779","0.0000","0.1509","5580.5158","18018.7715","0.0000","0.1176","2451.3656","11039.9286","0.0000","0.1486"
"#AnosmiaHope","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#VisualSnow","57","0.4035","0.8246","6.6087","10.9782","0.0000","0.1304","33.4255","8.2827","0.0000","0.1489","2924.7391","10145.0307","0.0000","0.0435","1616.0638","1968.8198","0.0000","0.0426"
"#microcephaly","52","0.7500","0.7500","28.4103","78.9066","0.0000","0.1026","42.0256","79.5447","0.0000","0.1026","2414.8718","3755.2095","0.0000","0.1282","2316.2821","3794.5943","0.0000","0.1282"
"#myopiacontrol","33","0.5758","0.6364","3.2105","2.8004","0.0000","0.0000","2.4762","2.3238","0.0000","0.1429","2897.8421","6722.4746","0.0000","0.1579","2777.1905","6504.7584","0.0000","0.0952"
"#MERS","229","0.4760","0.8908","19.6514","55.1347","0.0000","0.1101","35.9020","39.5839","0.0000","0.1471","6035.0734","29238.6719","0.0000","0.1560","3373.5784","21499.6221","0.0000","0.1225"
"#Cushings","41","0.5610","0.8780","42.1739","140.7392","0.0000","0.1304","39.2222","113.7155","0.0000","0.1111","4549.3913","8766.1345","0.0000","0.1304","2356.3611","4236.2456","0.0000","0.1667"
"#PanCan","2715","0.4273","0.8913","12.9362","46.3781","0.0000","0.1362","18.1702","30.5274","0.0000","0.1921","5677.2897","46780.2016","0.0000","0.1302","2762.1851","14051.0456","0.0000","0.1277"
"#takotsubo","32","0.6875","0.8750","8.5000","12.2930","0.0000","0.1364","25.7143","11.4501","0.0000","0.1429","2264.7727","4145.6212","0.0000","0.1364","10436.2500","41980.0009","0.0000","0.1071"
"#MRKH","25","0.7600","0.6400","13.1053","39.7113","0.0000","0.1053","5.2500","43.3728","0.0000","0.0625","850.2632","1058.7022","0.0000","0.1579","534.3750","855.8067","0.0000","0.1250"
"#acousticneuroma","103","0.4175","0.8932","13.5581","21.7686","0.0000","0.0930","29.5435","15.6308","0.0000","0.1196","48863.8837","291770.0997","0.0000","0.0930","23692.7717","199682.6670","0.0000","0.0761"
"#CryptogenicStroke","40","0.3750","0.9750","69.9333","232.9051","0.0000","0.1333","56.7949","145.5568","0.0000","0.2051","5922.3333","13985.7829","0.0000","0.0667","3087.9487","9098.5288","0.0000","0.1795"
"#pleuralEffusion","11","0.3636","0.7273","2.7500","1.7078","-1.0000","-1.0000","306.3750","1.7678","-1.0000","-1.0000","458.5000","570.4644","-1.0000","-1.0000","19785.2500","49823.7979","-1.0000","-1.0000"
"#MoebiusSyndrome","14","0.2857","0.8571","1.5000","0.5774","-1.0000","-1.0000","3.9167","0.3892","-1.0000","-1.0000","593.2500","213.8619","-1.0000","-1.0000","438.1667","397.8636","0.0000","0.0000"
"#Obesity","23225","0.3725","0.8689","7.8029","37.6558","0.0000","0.1504","8.1524","21.7968","0.0000","0.1017","7634.0761","117178.8819","0.0000","0.1297","4199.2021","78871.9443","0.0000","0.1212"
"#Shingles","859","0.5984","0.6705","18.2315","90.2839","0.0000","0.1245","35.0729","81.5748","0.0000","0.1649","12887.9202","122172.2036","0.0000","0.1459","10470.8108","114420.5014","0.0000","0.1337"
"#Arachnoiditis","138","0.5000","0.9203","10.7391","18.1340","0.0000","0.1159","29.1417","14.4087","0.0000","0.1654","2900.3768","5984.2939","0.0000","0.1739","2605.5827","5182.7085","0.0000","0.1024"
"#EDS","3094","0.5630","0.8016","9.0287","38.8672","0.0000","0.1366","23.1065","32.5840","0.0000","0.1512","2395.9013","15537.6081","0.0000","0.1114","1942.5867","6792.9091","0.0000","0.1052"
"unknown-#hpbcsm","19","0.5789","0.9474","177.4545","340.0319","0.0000","0.0909","317.3889","275.7863","0.0000","0.2222","4126.6364","10185.4496","0.0000","0.0909","2761.8333","8016.6759","0.0000","0.1111"
"#Hyperglycemia","107","0.5234","0.8224","43.8036","222.9542","0.0000","0.0714","72.6023","178.3177","0.0000","0.1591","2095.6607","6648.4822","0.0000","0.1250","1291.0455","5247.0259","0.0000","0.1023"
"#Hodgkin","1810","0.4707","0.8398","19.1479","74.4861","0.0000","0.1080","24.3099","39.5194","0.0000","0.1625","8279.4589","45515.8130","0.0000","0.1385","3715.7836","20807.5816","0.0000","0.1204"
"#Ichthyosis","57","0.5088","0.8246","12.7586","29.2705","0.0000","0.1724","13.2766","23.5693","0.0000","0.1277","4355.2069","12084.4053","0.0000","0.0690","2240.3404","9300.8947","0.0000","0.1702"
"#SecondaryInfertility","71","0.6479","0.7465","15.7609","29.5584","0.0000","0.1739","34.0000","27.8065","0.0000","0.1321","2198.9348","3687.9108","0.0000","0.0652","4979.0000","11652.1422","0.0000","0.1509"
"#TBI","7128","0.2793","0.9172","8.7880","33.5468","0.0000","0.1346","9.1202","18.1537","-1.0000","-1.0000","4654.2697","26173.5288","0.0000","0.1210","3285.7837","21884.5694","0.0000","0.1236"
"#Leprosy","748","0.3289","0.8904","17.6423","82.2799","0.0000","0.1057","13.5526","19.5573","-1.0000","-1.0000","57752.0976","773770.4295","0.0000","0.1707","5256.2868","53301.7415","0.0000","0.1396"
"#StiffPersonSyndrome","4","0.7500","0.7500","7.6667","5.1316","-1.0000","-1.0000","29.0000","6.2450","-1.0000","-1.0000","384.3333","160.5688","-1.0000","-1.0000","587.6667","409.7711","-1.0000","-1.0000"
"#Chiari","228","0.4912","0.8860","15.1607","49.3596","0.0000","0.1071","77.0792","37.4571","0.0000","0.1832","3556.7143","9946.4759","0.0000","0.1518","3106.4257","7973.7590","0.0000","0.1287"
"#CancerChat","1776","0.2494","0.9561","25.7923","160.8102","0.0000","0.1535","20.1478","79.6416","-1.0000","-1.0000","9144.3138","54271.3789","0.0000","0.1287","6092.3857","21922.9500","0.0000","0.1331"
"#Marfan","109","0.4587","0.9174","9.9200","30.0536","0.0000","0.0600","14.6200","21.7133","0.0000","0.1200","7288.0000","28613.9762","0.0000","0.1000","4491.2900","20856.2730","0.0000","0.1400"
"unknown-#PCSM","5536","0.4258","0.8678","12.2656","49.0245","0.0000","0.1413","13.4107","24.6694","0.0000","0.1728","9216.0666","143272.5920","0.0000","0.1379","5614.6580","100444.5886","0.0000","0.1295"
"#ALS","7050","0.3704","0.8672","9.7759","57.5036","0.0000","0.1486","12.0486","37.3440","0.0000","0.1114","7457.4895","68157.7971","0.0000","0.1295","3872.2759","38697.2361","0.0000","0.1287"
"#UTI","3141","0.5072","0.7797","8.6522","52.6386","0.0000","0.1362","8.8097","28.3248","0.0000","0.1511","3148.4758","20923.8969","0.0000","0.1268","2192.7105","14623.0050","0.0000","0.1131"
"#Varicose","62","0.8065","0.3710","18.0000","55.4175","0.0000","0.1200","2.8696","4.1883","0.0000","0.0435","1801.4200","5275.9019","0.0000","0.1200","915.4348","1252.3158","0.0000","0.0870"
"#ChurgStrauss","51","0.1569","1.0000","4.5000","3.8173","-1.0000","-1.0000","15.2549","2.1844","-1.0000","-1.0000","2117.5000","2616.6547","-1.0000","-1.0000","1289.2745","1941.4629","0.0000","0.0980"
"#Seizures","1390","0.5302","0.8122","19.3691","61.7892","0.0000","0.1235","32.1373","46.7004","0.0000","0.1639","9373.6513","85211.6487","0.0000","0.1140","6453.6581","65097.8234","0.0000","0.1196"
"unknown-#OCAMChat","3300","0.4179","0.8794","14.5149","49.3629","0.0000","0.1240","16.5765","29.8121","0.0000","0.1792","8226.0007","64805.2357","0.0000","0.1189","4953.3849","44625.0347","0.0000","0.1320"
"#Lupus","9080","0.3322","0.8776","11.6227","54.6605","0.0000","0.1379","11.9652","32.4177","-1.0000","-1.0000","5735.7517","43269.1571","0.0000","0.1280","3779.5097","29472.0260","0.0000","0.1177"
"#basalcellcarcinoma","48","0.5417","0.8333","7.1923","15.2473","0.0000","0.1154","15.0250","12.7838","0.0000","0.1750","10059.0385","31314.9276","0.0000","0.1538","12480.0250","34616.5107","0.0000","0.1750"
"#delirium","1659","0.3520","0.9054","8.5719","43.5995","0.0000","0.1490","14.4854","27.2367","0.0000","0.1232","4553.4914","45590.2938","0.0000","0.1353","2536.5393","9757.0491","0.0000","0.1345"
"#Dyslexia","6703","0.3376","0.8692","7.1816","33.2751","0.0000","0.1299","7.5340","19.2046","-1.0000","-1.0000","4611.8166","30151.3989","0.0000","0.1233","3483.1123","25387.7071","0.0000","0.1280"
"#YeastInfection","143","0.3427","0.7343","16.9796","38.0353","0.0000","0.1429","17.2000","7.6654","-1.0000","-1.0000","3023.8776","10148.1971","0.0000","0.1020","708.6095","2744.0317","0.0000","0.2190"
"#giardia","27","0.7407","0.6667","14.9000","28.8716","0.0000","0.1500","6.6667","30.7033","0.0000","0.1111","1397.2500","1661.6264","0.0000","0.1000","1197.5556","1386.8819","0.0000","0.0556"
"#BPD","5229","0.4121","0.8592","8.6729","44.6279","0.0000","0.1216","9.7403","25.3182","0.0000","0.1431","2493.3216","14501.7260","0.0000","0.1258","2593.0797","14574.5881","0.0000","0.1166"
"unknown-#KnowFH","319","0.4671","0.9655","9.5973","16.7227","0.0000","0.1611","16.9675","12.3119","0.0000","0.1169","6494.3960","25167.1053","0.0000","0.1342","3559.1656","17762.4375","0.0000","0.1461"
"#Parkinsons","6174","0.3847","0.8583","12.5937","60.7724","0.0000","0.1242","14.4886","36.2746","0.0000","0.1398","5605.5280","32704.3950","0.0000","0.1259","3558.6275","37518.8239","0.0000","0.1344"
"#SleepDisorder","174","0.7816","0.5345","24.7868","89.3635","0.0000","0.0956","73.0323","100.3783","0.0000","0.1290","3456.4118","14028.7086","0.0000","0.1103","4279.3441","16812.8301","0.0000","0.1075"
"#varicella","125","0.3920","0.9040","29.3469","63.9719","0.0000","0.1633","59.8319","34.1921","0.0000","0.1150","6790.2245","22932.9539","0.0000","0.1224","4420.3717","16459.9578","0.0000","0.1239"
"#BacterialVaginosis","21","0.7619","0.4286","24.2500","40.7815","0.0000","0.1875","9.4444","6.7289","-1.0000","-1.0000","626.0000","973.3397","0.0000","0.1250","9559.2222","26831.4858","-1.0000","-1.0000"
"#Alopecia","2710","0.6173","0.5432","11.3843","60.9294","0.0000","0.1417","19.6827","61.0768","0.0000","0.1603","7565.6151","85075.0797","0.0000","0.1357","5205.7242","40521.2819","0.0000","0.1440"
"#AFib","2450","0.3380","0.9196","18.3056","78.6300","0.0000","0.1316","17.8238","46.7566","0.0000","0.1540","5608.8104","24470.2619","0.0000","0.1292","2470.2885","15019.1486","0.0000","0.1221"
"#Cardiomyopathy","438","0.3539","0.9247","11.6710","26.9988","0.0000","0.1226","19.5012","13.6365","0.0000","0.1556","4162.4516","12918.7810","0.0000","0.1226","2375.7728","8779.0058","0.0000","0.1259"
"#Ataxia","253","0.4862","0.8261","10.5203","32.0449","0.0000","0.0650","46.6411","25.1369","0.0000","0.1531","2665.3984","5508.2929","0.0000","0.0976","3061.4306","6385.3276","0.0000","0.0909"
"#MyastheniaGravis","78","0.7051","0.7308","32.7818","150.1171","0.0000","0.1273","107.7368","147.7404","0.0000","0.1228","1748.0545","3821.4463","0.0000","0.0727","1758.7719","3809.6786","0.0000","0.1228"
"unknown-#Endmalaria","18852","0.3039","0.8809","6.3641","30.4333","0.0000","0.1374","6.6555","17.2345","-1.0000","-1.0000","30251.6673","674011.4333","0.0000","0.1505","8332.3066","149297.7241","0.0000","0.1318"
"#CyclicVomitingSyndrome","14","0.6429","0.6429","7.6667","16.6883","-1.0000","-1.0000","242.4444","17.1181","-1.0000","-1.0000","900.3333","777.2077","-1.0000","-1.0000","860.3333","680.1318","-1.0000","-1.0000"
"#NeuroendocrineTumors","31","0.3548","0.9677","108.1818","332.3979","0.0000","0.0909","152.4667","202.2777","0.0000","0.1667","1446.6364","1483.0943","0.0000","0.0000","1166.3000","1547.3869","0.0000","0.0333"
"#Epilepsy","6763","0.4232","0.8502","12.2655","57.0851","0.0000","0.1314","14.3762","37.4373","0.0000","0.1671","5949.3655","52920.5897","0.0000","0.1244","3620.7913","31660.1712","0.0000","0.1257"
"#FattyLiver","973","0.4029","0.9116","29.7628","119.2266","0.0000","0.1378","31.1206","78.3397","0.0000","0.1330","4970.0663","32571.1539","0.0000","0.1020","1638.2537","6443.8799","0.0000","0.1364"
"#Hypochondria","29","0.9310","0.3448","45.2222","178.7810","0.0000","0.1481","14.1000","292.4517","0.0000","0.2000","2293.2593","3937.7918","0.0000","0.1111","1721.2000","2911.3927","0.0000","0.1000"
"#SpinalCordInjury","1016","0.4685","0.8031","10.0315","44.9951","0.0000","0.1176","13.9571","28.5525","0.0000","0.1679","6940.0966","88226.1195","0.0000","0.1303","4458.8321","67406.2889","0.0000","0.1287"
"#skintag","33","0.8485","0.2727","4.9286","8.4016","0.0000","0.1786","6.5556","6.5383","-1.0000","-1.0000","1921.2500","7098.1576","0.0000","0.1071","2414.2222","6284.2583","-1.0000","-1.0000"
"#Cholera","3654","0.2819","0.9343","10.5019","31.1231","0.0000","0.1262","10.5026","15.8243","-1.0000","-1.0000","39916.6563","521824.3424","0.0000","0.1427","9657.5015","199023.3655","0.0000","0.1333"
"#pancreatitis","450","0.5133","0.8067","15.9740","40.5479","0.0000","0.1212","26.6364","27.5392","0.0000","0.1460","5057.8139","35457.5067","0.0000","0.1126","3646.6997","28431.0202","0.0000","0.1157"
"#HeartFailure","2825","0.3423","0.8828","16.7570","83.5871","0.0000","0.1262","16.2811","49.7258","0.0000","0.1339","4083.9049","12639.7728","0.0000","0.1365","3097.1488","40802.8996","0.0000","0.1411"
"#HoFH","34","0.7647","1.0000","19.5385","28.9941","0.0000","0.1154","25.1471","26.6014","0.0000","0.0882","1588.9231","2526.1828","0.0000","0.1154","1350.3824","2258.7523","0.0000","0.1176"
"#eosinophilicesophagitis","42","0.4762","0.8333","10.6500","23.3357","0.0000","0.1000","19.7429","17.5387","0.0000","0.0857","2468.4000","7428.8389","0.0000","0.0500","4644.8571","11012.8460","0.0000","0.1143"
"#Huntingtonsdisease","872","0.3601","0.9083","13.3248","36.7480","0.0000","0.1369","19.3245","23.7616","0.0000","0.1578","3506.1815","11136.3162","0.0000","0.1338","2858.8056","18329.5018","0.0000","0.1124"
"#Mesothelioma","1257","0.4033","0.8799","18.7377","101.6830","0.0000","0.1479","19.4123","39.3460","0.0000","0.1881","6869.0868","46670.9594","0.0000","0.1026","3515.0045","25096.2904","0.0000","0.1139"
"#Autism","48880","0.3233","0.8547","6.8084","34.4191","0.0000","0.1302","5.7104","19.1905","-1.0000","-1.0000","7002.0963","122263.6504","0.0000","0.1281","3944.6780","83181.1708","0.0000","0.1287"
"#TNBC","386","0.4404","0.8990","32.1059","119.2749","0.0000","0.1176","44.3833","84.3482","0.0000","0.1902","3721.3824","10120.2363","0.0000","0.1176","2390.8876","7754.0403","0.0000","0.1297"
"#Hernia","640","0.4375","0.7563","11.5214","29.7309","0.0000","0.1393","12.3822","15.6345","0.0000","0.1302","3102.9750","19742.9713","0.0000","0.0929","2863.5103","16621.1124","0.0000","0.1095"
"#chickenpox","456","0.5526","0.6469","18.6508","73.1398","0.0000","0.1349","43.4814","55.0102","0.0000","0.1932","7758.2103","72320.3996","0.0000","0.1270","5051.7797","26917.8985","0.0000","0.1186"
